,RowTree,d13C,totalN,totalC,CurrentName,Voucher,Provenance.x,YearPlanted,FieldID,DNNumber,Taxon,Collector,Collector.s..,Latitude.degrees..south.,Latitude.minutes..south.,Latitude.seconds..south.,Longitude.degrees..east.,Longitude.minutes..east.,Longitude.seconds..east.,Row,Tree,Status.in.Feb.2016,Drought.stress..June.2019.,Time.since.death..June.2019.,X2006.dieback.death,Maturity.at.June.2019,UniqueID,Yearplanted,Current.name,TaxonoriginalDN,Section,Diam.1.Bark,Diam.1.peeled,Diam.2.Bark,Diam.2.peeled,bark.thickness,WD,Volume.wood,Leaf.dry.weight,Wood.dry.weight,Provenance.y,Drought2006Scale,latitude,longitude,Stateoccurrence,Regeneration.Strategy,ai_et0,et0_yr,AICorrected,MAT,TWQ,TCQ,MAP,PWM,PDM,PS,PWarmQ,PDQ,PWetQ,PCQ,MDR,ISOT,TS,MaxTWM,MinTCM,TAR,MTWQ,MeanTDQ,et0_yr_corrected,PrecDeficit,ConsevationStatusNSW
216,R087/T09,-28.5,1,48.3,Eucalyptus melanophloia subsp. nana,DN 1330,"Mount Isa, Qld",1996,CCA1497,1330,Eucalyptus melanophloia subsp. nana,D.Nicolle,1330,20,52,48,139,27,11,87,9,Alive,None evident,,None evident,Flowered,1330,1996,Eucalyptus melanophloia subsp. nana,Eucalyptus melanophloia subsp. nana,Adnataria,4.99,3.83,4.95,3.64,1.235,0.830508475,0.59,0.49,1.7617,"Mount Isa 1, Qld",0,-20.88,139.4530556,"NT,Qld",Combination,1494,2918,0.1494,24.1875,29.53333282,17.18333244,436,103,5,94.11685944,258,20,258,20,13.80833244,49.13997269,511.7799988,36.70000076,8.600000381,28.10000038,28.81666565,17.18333244,0.2918,435.7082,
217,R087/T22,-30.26,1.1,48.2,Eucalyptus sp. Adelaide,DN 1364,"Happy Valley, SA",1996,CCA1508,1364,Eucalyptus microcarpa (Adelaide variant),D.Nicolle,1364,35,5,9,138,33,38,87,22,Alive,None evident,,None evident,Flowered,1364,1996,Eucalyptus sp. Adelaide,Eucalyptus microcarpa (Adelaide variant),Adnataria,10.91,8.75,11.23,8.6,2.395,0.686619718,2.84,1.95,1.9862,"Happy Valley, SA",0,-35.08583333,138.5605556,"NSW,Vic,Qld,SA",Combination,3411,1787,0.3411,15.80416679,20.64999962,11.03333378,610,89,19,48.3809433,249,70,70,249,9.691666603,46.81964493,392.8766785,27.60000038,6.900000095,20.70000076,11.03333378,20.56666565,0.1787,609.8213,
218,R087/T25,-29.77,1.2,52.2,Eucalyptus sp. Adelaide,DN 1364,"Happy Valley, SA",1996,CCA1511,1364,Eucalyptus microcarpa (Adelaide variant),D.Nicolle,1364,35,5,9,138,33,38,87,25,Alive,Slight,,None evident,Flowered,1364,1996,Eucalyptus sp. Adelaide,Eucalyptus microcarpa (Adelaide variant),Adnataria,9.34,7.43,9.27,7.11,2.035,0.668341709,1.99,1.33,2.9411,"Happy Valley, SA",0,-35.08583333,138.5605556,"NSW,Vic,Qld,SA",Combination,3411,1787,0.3411,15.80416679,20.64999962,11.03333378,610,89,19,48.3809433,249,70,70,249,9.691666603,46.81964493,392.8766785,27.60000038,6.900000095,20.70000076,11.03333378,20.56666565,0.1787,609.8213,
219,R087/T26,-29.26,1.1,51,Eucalyptus sp. Adelaide,DN 1364,"Happy Valley, SA",1996,CCA1512,1364,Eucalyptus microcarpa (Adelaide variant),D.Nicolle,1364,35,5,9,138,33,38,87,26,Alive,None evident,,None evident,Flowered,1364,1996,Eucalyptus sp. Adelaide,Eucalyptus microcarpa (Adelaide variant),Adnataria,7.97,6.21,9.12,7.06,1.91,0.718085106,1.88,1.35,3.1682,"Happy Valley, SA",0,-35.08583333,138.5605556,"NSW,Vic,Qld,SA",Combination,3411,1787,0.3411,15.80416679,20.64999962,11.03333378,610,89,19,48.3809433,249,70,70,249,9.691666603,46.81964493,392.8766785,27.60000038,6.900000095,20.70000076,11.03333378,20.56666565,0.1787,609.8213,
220,R087/T28,-29.8,1.2,51.3,Eucalyptus ammophila,DN 1284,"Barcaldine, Qld",1996,CCA1514,1284,Eucalyptus ammophila,D.Nicolle,1284,23,33,36,145,43,6,87,28,Alive,None evident,,None evident,Flowered,1284,1996,Eucalyptus ammophila,Eucalyptus ammophila,Exsertaria,11.03,9,11.51,9.29,2.125,0.589552239,2.68,1.58,1.6942,"Barcaldine, Qld",0,-23.56,145.7183333,Qld,Combination,2063,2515,0.2063,22.67083359,28.53333282,15.58333302,519,88,16,52.56915283,229,56,229,66,13.90833378,49.32033157,530.229187,35.5,7.300000191,28.20000076,28.53333282,17.28333282,0.2515,518.7485,
221,R087/T30,-29.1,2.1,52.8,Eucalyptus ammophila,DN 1284,"Barcaldine, Qld",1996,CCA1515,1284,Eucalyptus ammophila,D.Nicolle,1284,23,33,36,145,43,6,87,30,Alive,Slight,,None evident,Flowered,1284,1996,Eucalyptus ammophila,Eucalyptus ammophila,Exsertaria,11.2,8.52,9.67,7.95,2.2,0.647058824,2.72,1.76,1.8632,"Barcaldine, Qld",0,-23.56,145.7183333,Qld,Combination,2063,2515,0.2063,22.67083359,28.53333282,15.58333302,519,88,16,52.56915283,229,56,229,66,13.90833378,49.32033157,530.229187,35.5,7.300000191,28.20000076,28.53333282,17.28333282,0.2515,518.7485,
222,R087/T31,-29.21,1.3,50.5,Eucalyptus ammophila,DN 1284,"Barcaldine, Qld",1996,CCA1516,1284,Eucalyptus ammophila,D.Nicolle,1284,23,33,36,145,43,6,87,31,Alive,None evident,,None evident,Flowered,1284,1996,Eucalyptus ammophila,Eucalyptus ammophila,Exsertaria,10.99,8.8,10.63,8.66,2.08,0.608843537,2.94,1.79,1.6234,"Barcaldine, Qld",0,-23.56,145.7183333,Qld,Combination,2063,2515,0.2063,22.67083359,28.53333282,15.58333302,519,88,16,52.56915283,229,56,229,66,13.90833378,49.32033157,530.229187,35.5,7.300000191,28.20000076,28.53333282,17.28333282,0.2515,518.7485,
223,R088/T05,-28.27,1.8,50.5,Eucalyptus wimmerensis,DN 1590,"Bordertown, SA",1996,CCA1523,1590,Eucalyptus wimmerensis,D.Nicolle,1590,36,3,55,140,44,1,88,5,Alive,None evident,,None evident,Flowered,1590,1996,Eucalyptus wimmerensis,Eucalyptus wimmerensis,Adnataria,12.18,10.53,12.02,9.32,2.175,0.696335079,3.82,2.66,1.1685,"Bordertown, SA",0,-36.06527778,140.7336111,"Vic,SA",Lignotuber,2640,1723,0.264,15.22500038,20.83333397,9.883333206,455,59,18,38.79162598,163,59,62,163,13.55000019,52.9296875,446.381897,30.10000038,4.5,25.60000038,9.883333206,20.60000038,0.1723,454.8277,
224,R088/T06,-29.38,1.2,49.1,Eucalyptus wimmerensis,DN 1590,"Bordertown, SA",1996,CCA1524,1590,Eucalyptus wimmerensis,D.Nicolle,1590,36,3,55,140,44,1,88,6,Alive,Slight,,None evident,Flowered,1590,1996,Eucalyptus wimmerensis,Eucalyptus wimmerensis,Adnataria,10.89,9.1,11.64,8.87,2.28,0.722222222,2.88,2.08,3.3946,"Bordertown, SA",0,-36.06527778,140.7336111,"Vic,SA",Lignotuber,2640,1723,0.264,15.22500038,20.83333397,9.883333206,455,59,18,38.79162598,163,59,62,163,13.55000019,52.9296875,446.381897,30.10000038,4.5,25.60000038,9.883333206,20.60000038,0.1723,454.8277,
225,R088/T08,-29.23,1.4,49.8,Eucalyptus wimmerensis,DN 1590,"Bordertown, SA",1996,CCA1526,1590,Eucalyptus wimmerensis,D.Nicolle,1590,36,3,55,140,44,1,88,8,Alive,None evident,,None evident,Flowered,1590,1996,Eucalyptus wimmerensis,Eucalyptus wimmerensis,Adnataria,9.75,7.63,9.45,7.54,2.015,0.737373737,1.98,1.46,0.7597,"Bordertown, SA",0,-36.06527778,140.7336111,"Vic,SA",Lignotuber,2640,1723,0.264,15.22500038,20.83333397,9.883333206,455,59,18,38.79162598,163,59,62,163,13.55000019,52.9296875,446.381897,30.10000038,4.5,25.60000038,9.883333206,20.60000038,0.1723,454.8277,
226,R088/T35,-27.67,1.3,50.7,Eucalyptus microcarpa,DN 1220,"West Wyalong, NSW",1996,CCA1543,1220,Eucalyptus microcarpa,D.Nicolle,1220,33,54,13,147,18,4,88,35,Alive,Slight,,None evident,Flowered,1220,1996,Eucalyptus microcarpa,Eucalyptus microcarpa,Adnataria,10.71,8.56,11.42,7.87,2.85,0.656603774,2.65,1.74,2.5123,"West Wyalong, NSW",0,-33.90361111,147.3011111,"NSW,Vic,Qld,SA",Combination,2565,1933,0.2565,16.72083282,24.18333435,9.283332825,496,51,33,13.6753397,134,107,127,118,13.29166698,45.67583084,603.958374,32.20000076,3.099999905,29.10000038,12.78333282,21.28333282,0.1933,495.8067,
227,R088/T37,-28.58,1,49.5,Eucalyptus microcarpa,DN 1220,"West Wyalong, NSW",1996,CCA1545,1220,Eucalyptus microcarpa,D.Nicolle,1220,33,54,13,147,18,4,88,37,Alive,Slight,,None evident,Flowered,1220,1996,Eucalyptus microcarpa,Eucalyptus microcarpa,Adnataria,10.61,8.65,10.57,8.96,1.785,0.762214984,3.07,2.34,3.7584,"West Wyalong, NSW",0,-33.90361111,147.3011111,"NSW,Vic,Qld,SA",Combination,2565,1933,0.2565,16.72083282,24.18333435,9.283332825,496,51,33,13.6753397,134,107,127,118,13.29166698,45.67583084,603.958374,32.20000076,3.099999905,29.10000038,12.78333282,21.28333282,0.1933,495.8067,
228,R088/T38,-28.17,1.1,50.5,Eucalyptus microcarpa,DN 1220,"West Wyalong, NSW",1996,CCA1546,1220,Eucalyptus microcarpa,D.Nicolle,1220,33,54,13,147,18,4,88,38,Alive,None evident,,None evident,Flowered,1220,1996,Eucalyptus microcarpa,Eucalyptus microcarpa,Adnataria,8.69,7.23,9.01,7.44,1.515,0.756345178,1.97,1.49,2.7738,"West Wyalong, NSW",0,-33.90361111,147.3011111,"NSW,Vic,Qld,SA",Combination,2565,1933,0.2565,16.72083282,24.18333435,9.283332825,496,51,33,13.6753397,134,107,127,118,13.29166698,45.67583084,603.958374,32.20000076,3.099999905,29.10000038,12.78333282,21.28333282,0.1933,495.8067,
229,R089/T15,-28.39,1.3,52.8,Eucalyptus sicilifolia,DN 1276,"Springsure, Qld",1996,CCA1556,1276,Eucalyptus sicilifolia,D.Nicolle,1276,24,4,59,148,4,31,89,15,Alive,None evident,,None evident,Flowered,1276,1996,Eucalyptus sicilifolia,Eucalyptus sicilifolia,Adnataria,8.56,6.47,8.4,6.33,2.08,0.718390805,1.74,1.25,3.1235,"Springsure, Qld",0,-24.08305556,148.0752778,Qld,Combination,3023,2119,0.3023,20.87916565,26.18333244,14.48333263,641,100,21,53.91082764,288,70,288,70,13.39166641,51.11323166,476.3996582,32.79999924,6.599999905,26.19999886,26.18333244,14.48333263,0.2119,640.7881,
230,R089/T16,-27.9,1,50.9,Eucalyptus sicilifolia,DN 1276,"Springsure, Qld",1996,CCA1557,1276,Eucalyptus sicilifolia,D.Nicolle,1276,24,4,59,148,4,31,89,16,Alive,None evident,,None evident,Flowered,1276,1996,Eucalyptus sicilifolia,Eucalyptus sicilifolia,Adnataria,10.99,8.41,9.8,8.19,2.095,0.711191336,2.77,1.97,2.672,"Springsure, Qld",0,-24.08305556,148.0752778,Qld,Combination,3023,2119,0.3023,20.87916565,26.18333244,14.48333263,641,100,21,53.91082764,288,70,288,70,13.39166641,51.11323166,476.3996582,32.79999924,6.599999905,26.19999886,26.18333244,14.48333263,0.2119,640.7881,
231,R089/T17,-29.68,1.1,52,Eucalyptus sicilifolia,DN 1276,"Springsure, Qld",1996,CCA1558,1276,Eucalyptus sicilifolia,D.Nicolle,1276,24,4,59,148,4,31,89,17,Alive,None evident,,None evident,Flowered,1276,1996,Eucalyptus sicilifolia,Eucalyptus sicilifolia,Adnataria,11.94,7.17,9.41,9.52,2.33,0.734982332,2.83,2.08,2.0536,"Springsure, Qld",0,-24.08305556,148.0752778,Qld,Combination,3023,2119,0.3023,20.87916565,26.18333244,14.48333263,641,100,21,53.91082764,288,70,288,70,13.39166641,51.11323166,476.3996582,32.79999924,6.599999905,26.19999886,26.18333244,14.48333263,0.2119,640.7881,
232,R089/T19,-27.75,0.7,50.4,Eucalyptus tholiformis,DN 1279,"Springsure, Qld",1996,CCA1560,1279,Eucalyptus tholiformis,D.Nicolle,1279,24,23,49,147,22,17,89,19,Alive,None evident,,None evident,,1279,1996,Eucalyptus tholiformis,Eucalyptus tholiformis,Adnataria,10.49,8.53,10.11,7.8,2.135,0.65625,2.56,1.68,4.0245,"Springsure, Qld",0,-24.39694444,147.3713889,Qld,Combination,2771,2164,0.2771,20.98333359,26.81666565,14.01666641,600,103,21,55.33316803,277,68,277,75,13.66666698,49.16067505,520.5125732,33.59999847,5.800000191,27.79999924,26.81666565,15.58333302,0.2164,599.7836,
233,R089/T20,-27.86,1,49.5,Eucalyptus tholiformis,DN 1279,"Springsure, Qld",1996,CCA1561,1279,Eucalyptus tholiformis,D.Nicolle,1279,24,23,49,147,22,17,89,20,Alive,None evident,,None evident,,1279,1996,Eucalyptus tholiformis,Eucalyptus tholiformis,Adnataria,10.54,7.34,9.9,7.83,2.635,0.631578947,2.09,1.32,3.0782,"Springsure, Qld",0,-24.39694444,147.3713889,Qld,Combination,2771,2164,0.2771,20.98333359,26.81666565,14.01666641,600,103,21,55.33316803,277,68,277,75,13.66666698,49.16067505,520.5125732,33.59999847,5.800000191,27.79999924,26.81666565,15.58333302,0.2164,599.7836,
234,R089/T22,-29.9,0.9,51.8,Eucalyptus tholiformis,DN 1279,"Springsure, Qld",1996,CCA1563,1279,Eucalyptus tholiformis,D.Nicolle,1279,24,23,49,147,22,17,89,22,Alive,None evident,,None evident,Flowered,1279,1996,Eucalyptus tholiformis,Eucalyptus tholiformis,Adnataria,11.81,8.82,11.68,8.95,2.86,0.661971831,2.84,1.88,3.8979,"Springsure, Qld",0,-24.39694444,147.3713889,Qld,Combination,2771,2164,0.2771,20.98333359,26.81666565,14.01666641,600,103,21,55.33316803,277,68,277,75,13.66666698,49.16067505,520.5125732,33.59999847,5.800000191,27.79999924,26.81666565,15.58333302,0.2164,599.7836,
235,R089/T26,-28.01,1.3,49.4,Eucalyptus suffulgens,DN 1267,"Isla Gorge, Qld",1996,CCA1565,1267,Eucalyptus suffulgens,D.Nicolle,1267,25,11,33,149,58,16,89,26,Alive,None evident,,None evident,Flowered,1267,1996,Eucalyptus suffulgens,Eucalyptus suffulgens,Adnataria,8.91,6.69,9.27,6.9,2.295,0.686390533,1.69,1.16,1.9523,"Isla Gorge 2, Qld",0,-25.1925,149.9711111,Qld,Combination,3344,1988,0.3344,20.01666641,25.39999962,13.53333378,665,102,25,50.65296936,290,85,290,85,12.73333359,49.73958588,482.391449,31.89999962,6.300000191,25.59999847,25.39999962,13.53333378,0.1988,664.8012,
236,R089/T27,-28.9,1,50.2,Eucalyptus suffulgens,DN 1267,"Isla Gorge, Qld",1996,CCA1566,1267,Eucalyptus suffulgens,D.Nicolle,1267,25,11,33,149,58,16,89,27,Alive,Moderate,,None evident,Flowered,1267,1996,Eucalyptus suffulgens,Eucalyptus suffulgens,Adnataria,8.87,7.12,8.38,6.1,2.015,0.693181818,1.76,1.22,1.6402,"Isla Gorge 2, Qld",0,-25.1925,149.9711111,Qld,Combination,3344,1988,0.3344,20.01666641,25.39999962,13.53333378,665,102,25,50.65296936,290,85,290,85,12.73333359,49.73958588,482.391449,31.89999962,6.300000191,25.59999847,25.39999962,13.53333378,0.1988,664.8012,
237,R089/T29,-29.22,0.9,50,Eucalyptus suffulgens,DN 1267,"Isla Gorge, Qld",1996,CCA1567,1267,Eucalyptus suffulgens,D.Nicolle,1267,25,11,33,149,58,16,89,29,Alive,None evident,,None evident,Flowered,1267,1996,Eucalyptus suffulgens,Eucalyptus suffulgens,Adnataria,8.88,6.09,8.54,6.84,2.245,0.64,1.75,1.12,2.4519,"Isla Gorge 2, Qld",0,-25.1925,149.9711111,Qld,Combination,3344,1988,0.3344,20.01666641,25.39999962,13.53333378,665,102,25,50.65296936,290,85,290,85,12.73333359,49.73958588,482.391449,31.89999962,6.300000191,25.59999847,25.39999962,13.53333378,0.1988,664.8012,
238,R090/T01,-29.45,1.2,51.1,Eucalyptus thozetiana,DN 1281,"Jericho, Qld",1996,CCA1574,1281,Eucalyptus thozetiana,D.Nicolle,1281,23,37,11,146,15,22,90,1,Alive,None evident,,None evident,Flowered,1281,1996,Eucalyptus thozetiana,Eucalyptus thozetiana,Adnataria,11.15,9.13,10.29,7.7,2.305,0.739534884,2.15,1.59,4.351,"Jericho, Qld",0,-23.61972222,146.2561111,"Qld,NT",Combination,2221,2350,0.2221,21.74166679,27.35000038,14.96666718,522,91,12,63.823246,261,55,261,61,13.64999962,50.18382263,506.3992004,34.20000076,7,27.20000076,27.35000038,16.53333282,0.235,521.765,
239,R090/T09,-26.51,1.4,51.3,Eucalyptus tereticornis subsp. rotunda,DN 1272,"Carnarvon Range, Qld",1996,CCA1581,1272,Eucalyptus tereticornis subsp. rotunda,D.Nicolle,1272,24,54,37,148,2,33,90,9,Alive,Slight,,None evident,,1272,1996,Eucalyptus tereticornis subsp. rotunda,Eucalyptus tereticornis subsp. rotunda,Exsertaria,11.93,9.29,11.28,9.58,2.17,0.548484848,3.3,1.81,2.3195,"Carnarvon Range, Qld",0,-24.91027778,148.0425,Qld,Combination,3692,1809,0.3692,15.97916698,21.76666641,9.233333588,668,116,22,57.02104568,308,74,308,74,12.00833321,46.90755463,508.9447937,28.29999924,2.700000048,25.59999847,21.76666641,9.233333588,0.1809,667.8191,
240,R090/T10,-27.85,1.6,51.5,Eucalyptus tereticornis subsp. rotunda,DN 1272,"Carnarvon Range, Qld",1996,CCA1582,1272,Eucalyptus tereticornis subsp. rotunda,D.Nicolle,1272,24,54,37,148,2,33,90,10,Alive,Slight,,None evident,,1272,1996,Eucalyptus tereticornis subsp. rotunda,Eucalyptus tereticornis subsp. rotunda,Exsertaria,10.47,8.63,10.01,8.05,1.9,0.536585366,2.87,1.54,2.5074,"Carnarvon Range, Qld",0,-24.91027778,148.0425,Qld,Combination,3692,1809,0.3692,15.97916698,21.76666641,9.233333588,668,116,22,57.02104568,308,74,308,74,12.00833321,46.90755463,508.9447937,28.29999924,2.700000048,25.59999847,21.76666641,9.233333588,0.1809,667.8191,
241,R090/T11,-27.9,1.6,50.8,Eucalyptus tereticornis subsp. rotunda,DN 1272,"Carnarvon Range, Qld",1996,CCA1583,1272,Eucalyptus tereticornis subsp. rotunda,D.Nicolle,1272,24,54,37,148,2,33,90,11,Alive,Slight,,None evident,,1272,1996,Eucalyptus tereticornis subsp. rotunda,Eucalyptus tereticornis subsp. rotunda,Exsertaria,11.92,8.36,10.7,10.1,2.08,0.713498542,3.43,2.4473,1.82,"Carnarvon Range, Qld",0,-24.91027778,148.0425,Qld,Combination,3692,1809,0.3692,15.97916698,21.76666641,9.233333588,668,116,22,57.02104568,308,74,308,74,12.00833321,46.90755463,508.9447937,28.29999924,2.700000048,25.59999847,21.76666641,9.233333588,0.1809,667.8191,
242,R090/T17,-29.64,1.2,51.3,Eucalyptus brownii,DN 1293,"Pentland, Qld",1996,CCA1587,1293,Eucalyptus brownii,D.Nicolle,1293,20,33,32,145,21,44,90,17,Alive,Slight,,None evident,Flowered,1293,1996,Eucalyptus brownii,Eucalyptus brownii,Adnataria,10.06,7.39,9.68,7.94,2.205,0.64806867,2.33,1.51,2.3197,"Pentland, Qld",0,-20.55888889,145.3622222,Qld,Combination,2708,2329,0.2708,22.70416641,27.38333321,16.76666641,631,144,9,85.2831192,355,34,355,40,12.375,50.51020432,437.1366577,33.79999924,9.300000191,24.5,27.38333321,18.25,0.2329,630.7671,
243,R090/T19,-29.67,1.1,51.5,Eucalyptus brownii,DN 1293,"Pentland, Qld",1996,CCA1588,1293,Eucalyptus brownii,D.Nicolle,1293,20,33,32,145,21,44,90,19,Alive,None evident,,None evident,Flowered,1293,1996,Eucalyptus brownii,Eucalyptus brownii,Adnataria,8.91,7.01,9.12,6.61,2.205,0.661375661,1.89,1.25,2.1898,"Pentland, Qld",0,-20.55888889,145.3622222,Qld,Combination,2708,2329,0.2708,22.70416641,27.38333321,16.76666641,631,144,9,85.2831192,355,34,355,40,12.375,50.51020432,437.1366577,33.79999924,9.300000191,24.5,27.38333321,18.25,0.2329,630.7671,
244,R090/T21,-29.23,1,52.3,Eucalyptus corynodes,DN 1264,"Cracow, Qld",1996,CCA1590,1264,Eucalyptus corynodes,D.Nicolle,1264,25,27,37,150,18,15,90,21,Alive,None evident,,None evident,Flowered,1264,1996,Eucalyptus corynodes,Eucalyptus corynodes,Adnataria,8.28,6.6,8.47,6.46,1.845,0.732919255,1.61,1.18,4.0397,"Cracow, Qld",0,-25.46027778,150.3041667,Qld,Combination,3321,1968,0.3321,19.8125,25.26666641,13.30000019,654,90,25,44.09146118,261,86,261,86,12.75833321,49.64331818,486.5188293,31.89999962,6.199999809,25.70000076,25.26666641,13.30000019,0.1968,653.8032,
245,R090/T22,-28.73,1.2,51.4,Eucalyptus corynodes,DN 1264,"Cracow, Qld",1996,CCA1591,1264,Eucalyptus corynodes,D.Nicolle,1264,25,27,37,150,18,15,90,22,Alive,Slight,,None evident,Flowered,1264,1996,Eucalyptus corynodes,Eucalyptus corynodes,Adnataria,9.01,7.32,8.89,6.9,1.84,0.733333333,1.95,1.43,2.2566,"Cracow, Qld",0,-25.46027778,150.3041667,Qld,Combination,3321,1968,0.3321,19.8125,25.26666641,13.30000019,654,90,25,44.09146118,261,86,261,86,12.75833321,49.64331818,486.5188293,31.89999962,6.199999809,25.70000076,25.26666641,13.30000019,0.1968,653.8032,
246,R090/T24,-27.35,1.1,52,Eucalyptus exilipes,DN 1289,"White Mountains, Qld",1996,CCA1592,1289,Eucalyptus exilipes,D.Nicolle,1289,20,42,39,145,13,20,90,24,Alive,None evident,,None evident,Flowered,1289,1996,Eucalyptus exilipes,Eucalyptus exilipes,Adnataria,10.91,8.49,10.62,7.97,2.535,0.69058296,2.23,1.54,0.6294,"White Mountains, Qld",0,-20.71083333,145.2222222,Qld,Combination,2524,2301,0.2524,22.18333244,26.89999962,16.23333359,581,126,8,84.59845734,327,28,327,34,12,50.20920563,439.0295715,33.09999847,9.199999809,23.89999771,26.89999962,17.70000076,0.2301,580.7699,
247,R090/T26,-27.69,1.2,52.9,Eucalyptus infera,DN 1254,"Durikai State Forest, Qld",1996,CCA1594,1254,Eucalyptus infera,D.Nicolle,1254,28,23,58,151,42,11,90,26,Alive,None evident,,None evident,Flowered,1254,1996,Eucalyptus infera,Eucalyptus infera,Exsertaria,8.98,7.21,8.88,7.26,1.695,0.694300518,1.93,1.34,2.8328,"Durikai State Forest, Qld",0,-28.39944444,151.7030556,Qld,Lignotuber,4278,1710,0.4278,15.86666679,21.33333397,9.633333206,732,97,30,37.05531311,270,112,270,112,11.66666698,48.01097488,474.4534302,27.60000038,3.299999952,24.30000114,21.33333397,9.633333206,0.171,731.829,
248,R090/T27,-28.99,1.4,52.4,Eucalyptus infera,DN 1254,"Durikai State Forest, Qld",1996,CCA1595,1254,Eucalyptus infera,D.Nicolle,1254,28,23,58,151,42,11,90,27,Alive,None evident,,None evident,Flowered,1254,1996,Eucalyptus infera,Eucalyptus infera,Exsertaria,7.78,6.67,7.13,5.75,1.245,0.683823529,1.36,0.93,2.2626,"Durikai State Forest, Qld",0,-28.39944444,151.7030556,Qld,Lignotuber,4278,1710,0.4278,15.86666679,21.33333397,9.633333206,732,97,30,37.05531311,270,112,270,112,11.66666698,48.01097488,474.4534302,27.60000038,3.299999952,24.30000114,21.33333397,9.633333206,0.171,731.829,
249,R090/T28,-28.38,1.4,52.5,Eucalyptus infera,DN 1254,"Durikai State Forest, Qld",1996,CCA1596,1254,Eucalyptus infera,D.Nicolle,1254,28,23,58,151,42,11,90,28,Alive,None evident,,None evident,Flowered,1254,1996,Eucalyptus infera,Eucalyptus infera,Exsertaria,7.93,6.06,7.55,6.23,1.595,0.77124183,1.53,1.18,2.3571,"Durikai State Forest, Qld",0,-28.39944444,151.7030556,Qld,Lignotuber,4278,1710,0.4278,15.86666679,21.33333397,9.633333206,732,97,30,37.05531311,270,112,270,112,11.66666698,48.01097488,474.4534302,27.60000038,3.299999952,24.30000114,21.33333397,9.633333206,0.171,731.829,
250,R090/T30,-31.26,1.2,51,Eucalyptus decorticans,DN 1260,"Eidsvold, Qld",1996,CCA1598,1260,Eucalyptus decorticans,D.Nicolle,1260,25,22,51,151,9,2,90,30,Alive,Slight,,Slight,Flowered,1260,1996,Eucalyptus decorticans,Eucalyptus decorticans,Adnataria,8.7,6.73,8.68,6.63,2.01,0.664670659,1.67,1.11,1.3127,"Eidsvold, Qld",1,-25.38083333,151.1505556,Qld,Combination,3433,1942,0.3433,20.40833282,25.5,14.23333359,667,96,25,46.16236496,267,83,267,83,12.83333302,51.12881851,457.4724731,31.89999962,6.800000191,25.09999847,24.89999962,14.23333359,0.1942,666.8058,
251,R090/T31,-30.59,1.3,52.2,Eucalyptus decorticans,DN 1260,"Eidsvold, Qld",1996,CCA1599,1260,Eucalyptus decorticans,D.Nicolle,1260,25,22,51,151,9,2,90,31,Alive,Slight,,None evident,Flowered,1260,1996,Eucalyptus decorticans,Eucalyptus decorticans,Adnataria,7.75,5.59,7.94,5.53,2.285,0.664233577,1.37,0.91,2.4303,"Eidsvold, Qld",0,-25.38083333,151.1505556,Qld,Combination,3433,1942,0.3433,20.40833282,25.5,14.23333359,667,96,25,46.16236496,267,83,267,83,12.83333302,51.12881851,457.4724731,31.89999962,6.800000191,25.09999847,24.89999962,14.23333359,0.1942,666.8058,
252,R090/T33,-29.06,1.5,52.5,Eucalyptus decorticans,DN 1260,"Eidsvold, Qld",1996,CCA1600,1260,Eucalyptus decorticans,D.Nicolle,1260,25,22,51,151,9,2,90,33,Alive,Slight,,Slight,Flowered,1260,1996,Eucalyptus decorticans,Eucalyptus decorticans,Adnataria,7.78,5.5,7.64,5.6,2.16,0.675,1.2,0.81,1.375,"Eidsvold, Qld",1,-25.38083333,151.1505556,Qld,Combination,3433,1942,0.3433,20.40833282,25.5,14.23333359,667,96,25,46.16236496,267,83,267,83,12.83333302,51.12881851,457.4724731,31.89999962,6.800000191,25.09999847,24.89999962,14.23333359,0.1942,666.8058,
253,R091/T02,-28.27,0.9,50.5,Eucalyptus persistens,DN 1291,"White Mountains, Qld",1996,CCA1605,1291,Eucalyptus persistens,D.Nicolle,1291,20,39,40,145,15,15,91,2,Alive,None evident,,None evident,Flowered,1291,1996,Eucalyptus persistens,Eucalyptus persistens,Adnataria,10.68,8.14,11.31,8.91,2.47,0.715447154,2.46,1.76,2.581,"White Mountains, Qld",0,-20.66111111,145.2541667,Qld,Combination,2603,2335,0.2603,22.54166603,27.26666641,16.53333282,608,141,8,84.43572235,338,32,338,39,12.34999943,50.40816498,442.425293,33.59999847,9.100000381,24.49999809,27.26666641,18.03333282,0.2335,607.7665,
254,R091/T03,-28.15,1.2,49.7,Eucalyptus persistens,DN 1291,"White Mountains, Qld",1996,CCA1606,1291,Eucalyptus persistens,D.Nicolle,1291,20,39,40,145,15,15,91,3,Alive,None evident,,None evident,Flowered,1291,1996,Eucalyptus persistens,Eucalyptus persistens,Adnataria,9.42,7.15,9.05,6.83,2.245,0.588541667,1.92,1.13,1.717,"White Mountains, Qld",0,-20.66111111,145.2541667,Qld,Combination,2603,2335,0.2603,22.54166603,27.26666641,16.53333282,608,141,8,84.43572235,338,32,338,39,12.34999943,50.40816498,442.425293,33.59999847,9.100000381,24.49999809,27.26666641,18.03333282,0.2335,607.7665,
