RowTree,d13C,totalN,totalC,CurrentName,Voucher,Provenance,YearPlanted,FieldID,DNNumber,Taxon,Collector,Collector.s..,Latitude.degrees..south.,Latitude.minutes..south.,Latitude.seconds..south.,Longitude.degrees..east.,Longitude.minutes..east.,Longitude.seconds..east.,Row,Tree,Status.in.Feb.2016,Drought.stress..June.2019.,Time.since.death..June.2019.,X2006.dieback.death,Maturity.at.June.2019
R029/T06,-26.99,1.2,48,Eucalyptus flindersii,-,"Devils Peak, SA",1993,CCA0475,NA,Eucalyptus flindersii,-,-,32,24,53,137,59,17,29,6,Alive,None evident,,None evident,Flowered
R029/T07,-26.25,1,48.4,Eucalyptus flindersii,-,"Devils Peak, SA",1993,CCA0476,NA,Eucalyptus flindersii,-,-,32,24,53,137,59,17,29,7,Alive,None evident,,None evident,Flowered
R029/T09,-26.37,1.4,49.1,Eucalyptus flindersii,-,"Devils Peak, SA",1993,CCA0478,NA,Eucalyptus flindersii,-,-,32,24,53,137,59,17,29,9,Alive,None evident,,None evident,Flowered
R011/T27,-28.55,1.1,47.1,Eucalyptus melanoxylon,DN 143,"Lake Gilmore, WA",1993,CCA0073,143,Eucalyptus melanoxylon,D.Nicolle,143,32,40,16,121,32,23,11,27,Alive,None evident,,None evident,Flowered
R011/T28,-26.34,0.9,48.1,Eucalyptus melanoxylon,DN 143,"Lake Gilmore, WA",1993,CCA0074,143,Eucalyptus melanoxylon,D.Nicolle,143,32,40,16,121,32,23,11,28,Alive,None evident,,None evident,Flowered
R011/T30,-26.54,1.1,49.8,Eucalyptus melanoxylon,DN 143,"Lake Gilmore, WA",1993,CCA0075,143,Eucalyptus melanoxylon,D.Nicolle,143,32,40,16,121,32,23,11,30,Alive,None evident,,None evident,Flowered
R016/T41,-27.17,1.6,49.7,Eucalyptus camphora subsp. camphora,DN 616,"Wingello, NSW",1994,CCA0215,616,Eucalyptus camphora subsp. camphora (E. aquatica),D.Nicolle,616,34,39,26,150,13,1,16,41,Alive,Moderate,,Severe,Flowered
R016/T42,-29.19,1.6,48.5,Eucalyptus camphora subsp. camphora,DN 616,"Wingello, NSW",1994,CCA0216,616,Eucalyptus camphora subsp. camphora (E. aquatica),D.Nicolle,616,34,39,26,150,13,1,16,42,Alive,Moderate,,Severe,Flowered
R016/T43,-29.66,1.4,49.4,Eucalyptus camphora subsp. camphora,DN 616,"Wingello, NSW",1994,CCA0217,616,Eucalyptus camphora subsp. camphora (E. aquatica),D.Nicolle,616,34,39,26,150,13,1,16,43,Alive,Severe,,Severe,Flowered
R039/T09,-26.56,1.7,49.8,Eucalyptus lucasii,DN 545,"Wiluna, WA",1994,CCA0499,545,Eucalyptus lucasii,D.Nicolle,545,26,35,28,120,6,59,39,9,Alive,None evident,,None evident,Flowered
R039/T11,-25.84,1.5,50.5,Eucalyptus lucasii,DN 545,"Wiluna, WA",1994,CCA0501,545,Eucalyptus lucasii,D.Nicolle,545,26,35,28,120,6,59,39,11,Alive,None evident,,None evident,Flowered
R039/T12,-25.41,1.4,48.7,Eucalyptus lucasii,DN 545,"Wiluna, WA",1994,CCA0502,545,Eucalyptus lucasii,D.Nicolle,545,26,35,28,120,6,59,39,12,Alive,None evident,,None evident,Flowered
R040/T12,-28.61,1.5,49.1,Eucalyptus porosa,DN 482,"Mt Wudinna, SA",1994,CCA0525,482,Eucalyptus porosa,D.Nicolle,482,32,59,9,135,32,49,40,12,Alive,None evident,,None evident,Flowered
R040/T14,-27.29,1.3,50.2,Eucalyptus porosa,DN 482,"Mt Wudinna, SA",1994,CCA0527,482,Eucalyptus porosa,D.Nicolle,482,32,59,9,135,32,49,40,14,Alive,None evident,,None evident,Flowered
R040/T15,-30.39,1.1,50.3,Eucalyptus porosa,DN 482,"Mt Wudinna, SA",1994,CCA0528,482,Eucalyptus porosa,D.Nicolle,482,32,59,9,135,32,49,40,15,Alive,None evident,,None evident,Flowered
R041/T32,-28.4,0.7,48.2,Eucalyptus stoatei,DN 181,"Jerdacuttup, WA",1994,CCA0564,181,Eucalyptus stoatei,D.Nicolle,181,33,43,33,120,23,27,41,32,Alive,None evident,,None evident,Flowered
R041/T33,-28.42,0.8,50.9,Eucalyptus stoatei,DN 181,"Jerdacuttup, WA",1994,CCA0565,181,Eucalyptus stoatei,D.Nicolle,181,33,43,33,120,23,27,41,33,Alive,None evident,,None evident,Flowered
R041/T34,-27.64,0.8,50.6,Eucalyptus stoatei,DN 181,"Jerdacuttup, WA",1994,CCA0566,181,Eucalyptus stoatei,D.Nicolle,181,33,43,33,120,23,27,41,34,Alive,None evident,,None evident,Flowered
R042/T08,-25.6,1,50.6,Eucalyptus sparsa,DN 427,"Everard Ranges, SA",1994,CCA0572,427,Eucalyptus sparsa,D.Nicolle,427,27,0,34,132,30,56,42,8,Alive,None evident,,None evident,Flowered
R042/T10,-25.49,1.2,49,Eucalyptus sparsa,DN 427,"Everard Ranges, SA",1994,CCA0573,427,Eucalyptus sparsa,D.Nicolle,427,27,0,34,132,30,56,42,10,Alive,None evident,,None evident,Flowered
R042/T11,-25.44,1.1,50.7,Eucalyptus sparsa,DN 427,"Everard Ranges, SA",1994,CCA0574,427,Eucalyptus sparsa,D.Nicolle,427,27,0,34,132,30,56,42,11,Alive,None evident,,None evident,Flowered
R042/T32,-26.2,0.8,50.4,Eucalyptus utilis,DN 215,"Beaufort Inlet, WA",1994,CCA0588,215,Eucalyptus utilis,D.Nicolle,215,34,27,12,118,52,33,42,32,Alive,None evident,,None evident,Flowered
R042/T34,-28.02,0.8,49.7,Eucalyptus utilis,DN 215,"Beaufort Inlet, WA",1994,CCA0590,215,Eucalyptus utilis,D.Nicolle,215,34,27,12,118,52,33,42,34,Alive,None evident,,None evident,Flowered
R044/T01,-28.82,1,49.5,Eucalyptus cneorifolia,DN 75,"Waitpinga, SA",1994,CCA0615,75,Eucalyptus cneorifolia,D.Nicolle,75,35,34,,138,32,,44,1,Alive,Moderate,,None evident,Flowered
R044/T03,-27.16,1.3,49.3,Eucalyptus cneorifolia,DN 75,"Waitpinga, SA",1994,CCA0616,75,Eucalyptus cneorifolia,D.Nicolle,75,35,34,,138,32,,44,3,Alive,Slight,,None evident,Flowered
R044/T04,-28.64,0.9,49.5,Eucalyptus cneorifolia,DN 75,"Waitpinga, SA",1994,CCA0617,75,Eucalyptus cneorifolia,D.Nicolle,75,35,34,,138,32,,44,4,Alive,Moderate,,None evident,Flowered
R045/T14,-29.75,0.8,47.2,Eucalyptus intertexta,DN 423,"Everard Ranges, SA",1994,CCA0651,423,Eucalyptus intertexta,D.Nicolle,423,27,2,20,132,32,55,45,14,Alive,None evident,,None evident,Flowered
R045/T15,-29.15,0.9,47.7,Eucalyptus intertexta,DN 423,"Everard Ranges, SA",1994,CCA0652,423,Eucalyptus intertexta,D.Nicolle,423,27,2,20,132,32,55,45,15,Alive,None evident,,None evident,Flowered
R045/T16,-29.13,1,48.6,Eucalyptus intertexta,DN 423,"Everard Ranges, SA",1994,CCA0653,423,Eucalyptus intertexta,D.Nicolle,423,27,2,20,132,32,55,45,16,Alive,None evident,,None evident,Flowered
R046/T36,-29.39,1.1,49.3,Eucalyptus polyanthemos subsp. polyanthemos,DN 742,"Rylstone, NSW",1994,CCA0672,742,Eucalyptus polyanthemos subsp. polyanthemos,D.Nicolle,742,32,41,37,150,0,10,46,36,Alive,None evident,,None evident,Flowered
R047/T05,-28.4,1.1,48.5,Eucalyptus conica,DN 747,"Bylong, NSW",1994,CCA0677,747,Eucalyptus conica,D.Nicolle,747,32,24,14,150,13,20,47,5,Alive,Slight,,Slight,Flowered
R047/T06,-27.45,1.3,49.8,Eucalyptus conica,DN 747,"Bylong, NSW",1994,CCA0678,747,Eucalyptus conica,D.Nicolle,747,32,24,14,150,13,20,47,6,Alive,Slight,,None evident,Flowered
R047/T08,-28.47,1.1,50.1,Eucalyptus conica,DN 747,"Bylong, NSW",1994,CCA0679,747,Eucalyptus conica,D.Nicolle,747,32,24,14,150,13,20,47,8,Alive,Slight,,Moderate,
R047/T19,-28.98,1,48.3,Eucalyptus dawsonii,DN 743,"Ginghi, NSW",1994,CCA0687,743,Eucalyptus dawsonii,D.Nicolle,743,32,36,31,150,4,29,47,19,Alive,None evident,,None evident,Flowered
R047/T20,-28.83,1.1,48.9,Eucalyptus dawsonii,DN 743,"Ginghi, NSW",1994,CCA0688,743,Eucalyptus dawsonii,D.Nicolle,743,32,36,31,150,4,29,47,20,Alive,Slight,,None evident,Flowered
R047/T21,-28.13,1.2,49.3,Eucalyptus dawsonii,DN 743,"Ginghi, NSW",1994,CCA0689,743,Eucalyptus dawsonii,D.Nicolle,743,32,36,31,150,4,29,47,21,Alive,Slight,,None evident,Flowered
R048/T13,-25.9,0.9,50,Eucalyptus melliodora,DN 777,"Rylstone, NSW",1994,CCA0704,777,Eucalyptus melliodora,D.Nicolle,777,32,42,44,149,57,58,48,13,Alive,Slight,,None evident,Flowered
R048/T14,-28.91,1,48.2,Eucalyptus melliodora,DN 777,"Rylstone, NSW",1994,CCA0705,777,Eucalyptus melliodora,D.Nicolle,777,32,42,44,149,57,58,48,14,Alive,None evident,,None evident,Flowered
R048/T15,-27.78,1.2,48.3,Eucalyptus melliodora,DN 777,"Rylstone, NSW",1994,CCA0706,777,Eucalyptus melliodora,D.Nicolle,777,32,42,44,149,57,58,48,15,Alive,Slight,,None evident,Flowered
R048/T18,-28.75,1,47.7,Eucalyptus caleyi subsp. caleyi,DN 746,"Bylong, NSW",1994,CCA0709,746,Eucalyptus caleyi subsp. caleyi,D.Nicolle,746,32,24,13,150,13,41,48,18,Alive,None evident,,None evident,Flowered
R048/T19,-29.09,0.9,47,Eucalyptus caleyi subsp. caleyi,DN 746,"Bylong, NSW",1994,CCA0710,746,Eucalyptus caleyi subsp. caleyi,D.Nicolle,746,32,24,13,150,13,41,48,19,Alive,None evident,,None evident,Flowered
R048/T22,-29.56,1.1,49.2,Eucalyptus polybractea,DN 736,"West Wyalong, NSW",1994,CCA0713,736,Eucalyptus polybractea,D.Nicolle,736,33,53,32,147,4,24,48,22,Alive,None evident,,None evident,Flowered
R048/T23,-29.8,0.9,49.3,Eucalyptus polybractea,DN 736,"West Wyalong, NSW",1994,CCA0714,736,Eucalyptus polybractea,D.Nicolle,736,33,53,32,147,4,24,48,23,Alive,None evident,,None evident,Flowered
R048/T24,-28.8,1,49.9,Eucalyptus polybractea,DN 736,"West Wyalong, NSW",1994,CCA0715,736,Eucalyptus polybractea,D.Nicolle,736,33,53,32,147,4,24,48,24,Alive,None evident,,None evident,Flowered
R048/T25,-28.27,1.3,48.7,Eucalyptus dwyeri,DN 751,"Wollar, NSW",1994,CCA0716,751,Eucalyptus dwyeri,D.Nicolle,751,32,18,7,150,2,50,48,25,Alive,None evident,,Moderate,Flowered
R048/T28,-28.65,0.8,50.7,Eucalyptus dwyeri,DN 751,"Wollar, NSW",1994,CCA0719,751,Eucalyptus dwyeri,D.Nicolle,751,32,18,7,150,2,50,48,28,Alive,None evident,,None evident,Flowered
R048/T27,-27.32,1,50.4,Eucalyptus dwyeri,DN 751,"Wollar, NSW",1994,CCA0718,751,Eucalyptus dwyeri,D.Nicolle,751,32,18,7,150,2,50,48,27,Alive,None evident,,Moderate,Flowered
R049/T01,-28.06,1,48.9,Eucalyptus viridis,DN 729,"Hermidale, NSW",1994,CCA0728,729,Eucalyptus viridis,D.Nicolle,729,31,33,37,146,30,33,49,1,Alive,None evident,,None evident,Flowered
R049/T02,-28.57,1.3,50.2,Eucalyptus viridis,DN 729,"Hermidale, NSW",1994,CCA0729,729,Eucalyptus viridis,D.Nicolle,729,31,33,37,146,30,33,49,2,Alive,None evident,,None evident,Flowered
R049/T03,-28.79,1,49.6,Eucalyptus viridis,DN 729,"Hermidale, NSW",1994,CCA0730,729,Eucalyptus viridis,D.Nicolle,729,31,33,37,146,30,33,49,3,Alive,None evident,,None evident,Flowered
R049/T05,-27.83,1,47.4,Eucalyptus woollsiana,DN 681,"Kogan, Qld",1994,CCA0732,681,Eucalyptus woollsiana (E. pilligaensis),D.Nicolle,681,27,9,4,150,39,31,49,5,Alive,None evident,,None evident,
R049/T06,-28.04,1,46.7,Eucalyptus woollsiana,DN 681,"Kogan, Qld",1994,CCA0733,681,Eucalyptus woollsiana (E. pilligaensis),D.Nicolle,681,27,9,4,150,39,31,49,6,Alive,None evident,,None evident,
R049/T08,-29.47,1,49.1,Eucalyptus woollsiana,DN 681,"Kogan, Qld",1994,CCA0735,681,Eucalyptus woollsiana (E. pilligaensis),D.Nicolle,681,27,9,4,150,39,31,49,8,Alive,None evident,,None evident,
R049/T15,-26.84,1.1,49.8,Eucalyptus morrisii,DN 730,"Mt Boppy, NSW",1994,CCA0742,730,Eucalyptus morrisii,D.Nicolle,730,31,32,27,146,16,47,49,15,Alive,None evident,,None evident,Flowered
R049/T17,-28.83,0.8,48,Eucalyptus melanophloia subsp. melanophloia,DN 690,"Wandoan, Qld",1994,CCA0743,690,Eucalyptus melanophloia subsp. melanophloia,D.Nicolle,690,26,16,2,150,2,53,49,17,Alive,None evident,,None evident,Flowered
R049/T20,-28.74,1.2,50.2,Eucalyptus tereticornis subsp. tereticornis,DN 713,"Bororen, Qld",1994,CCA0746,713,Eucalyptus tereticornis subsp. tereticornis,D.Nicolle,713,24,6,41,151,25,54,49,20,Alive,Moderate,,None evident,
R049/T21,-28.49,1.2,50,Eucalyptus tereticornis subsp. tereticornis,DN 713,"Bororen, Qld",1994,CCA0747,713,Eucalyptus tereticornis subsp. tereticornis,D.Nicolle,713,24,6,41,151,25,54,49,21,Alive,Moderate,,None evident,
R049/T23,-28.36,1.2,50.3,Eucalyptus tereticornis subsp. tereticornis,DN 713,"Bororen, Qld",1994,CCA0749,713,Eucalyptus tereticornis subsp. tereticornis,D.Nicolle,713,24,6,41,151,25,54,49,23,Alive,Moderate,,None evident,
R049/T24,-28.52,0.8,48.3,Eucalyptus moluccana,DN 712,"Gladstone, Qld",1994,CCA0750,712,Eucalyptus moluccana,D.Nicolle,712,23,48,4,150,57,12,49,24,Alive,Slight,,None evident,Flowered
R049/T25,-28.39,0.7,47.8,Eucalyptus moluccana,DN 712,"Gladstone, Qld",1994,CCA0751,712,Eucalyptus moluccana,D.Nicolle,712,23,48,4,150,57,12,49,25,Alive,Slight,,None evident,Flowered
R049/T26,-28.13,0.8,47.3,Eucalyptus moluccana,DN 712,"Gladstone, Qld",1994,CCA0752,712,Eucalyptus moluccana,D.Nicolle,712,23,48,4,150,57,12,49,26,Alive,None evident,,None evident,Flowered
R050/T01,-28.24,0.9,46.9,Eucalyptus blakelyi,DN 722,"Inverell, NSW",1994,CCA0758,722,Eucalyptus blakelyi,D.Nicolle,722,29,44,45,151,33,38,50,1,Alive,None evident,,None evident,Flowered
R050/T03,-28.23,1.3,51,Eucalyptus blakelyi,DN 722,"Inverell, NSW",1994,CCA0759,722,Eucalyptus blakelyi,D.Nicolle,722,29,44,45,151,33,38,50,3,Alive,None evident,,Severe,Flowered
R050/T04,-27.47,1.4,49.1,Eucalyptus blakelyi,DN 722,"Inverell, NSW",1994,CCA0760,722,Eucalyptus blakelyi,D.Nicolle,722,29,44,45,151,33,38,50,4,Alive,None evident,,None evident,Flowered
R050/T06,-29.08,1.2,49.9,Eucalyptus dealbata,DN 723,"Inverell, NSW",1994,CCA0762,723,Eucalyptus dealbata,D.Nicolle,723,29,54,13,150,29,14,50,6,Alive,Slight,,None evident,
R050/T09,-28.31,1.2,46.4,Eucalyptus dealbata,DN 724,"Nandewar Range, NSW",1994,CCA0765,724,Eucalyptus dealbata,D.Nicolle,724,30,8,23,150,4,4,50,9,Alive,Moderate,,None evident,Flowered
R050/T11,-27.12,1.1,49.7,Eucalyptus dealbata,DN 724,"Nandewar Range, NSW",1994,CCA0766,724,Eucalyptus dealbata,D.Nicolle,724,30,8,23,150,4,4,50,11,Alive,None evident,,None evident,Flowered
R050/T15,-30.25,1.1,48.6,Eucalyptus fibrosa,DN 666,"Baryulgil, NSW",1994,CCA0770,666,Eucalyptus fibrosa,D.Nicolle,666,29,18,8,152,38,41,50,15,Alive,None evident,,None evident,Flowered
R050/T13,-28.39,0.7,46.8,Eucalyptus fibrosa,DN 666,"Baryulgil, NSW",1994,CCA0768,666,Eucalyptus fibrosa,D.Nicolle,666,29,18,8,152,38,41,50,13,Alive,None evident,,None evident,Flowered
R050/T16,-29.17,1.3,47.7,Eucalyptus fibrosa,DN 666,"Baryulgil, NSW",1994,CCA0771,666,Eucalyptus fibrosa,D.Nicolle,666,29,18,8,152,38,41,50,16,Alive,None evident,,None evident,Flowered
R050/T21,-26.11,1.2,49.2,Eucalyptus kabiana,DN 720,"Mt Beerwah, Qld",1994,CCA0772,720,Eucalyptus kabiana,D.Nicolle,720,26,53,42,152,52,51,50,21,Alive,None evident,,None evident,Flowered
R050/T22,-26.85,1.2,49.1,Eucalyptus kabiana,DN 720,"Mt Beerwah, Qld",1994,CCA0773,720,Eucalyptus kabiana,D.Nicolle,720,26,53,42,152,52,51,50,22,Alive,None evident,,None evident,Flowered
R050/T23,-28.77,1.4,49.3,Eucalyptus kabiana,DN 720,"Mt Beerwah, Qld",1994,CCA0774,720,Eucalyptus kabiana,D.Nicolle,720,26,53,42,152,52,51,50,23,Alive,None evident,,None evident,Flowered
R050/T33,-27.4,1.4,49.8,Eucalyptus banksii,DN 653,"Armidale, NSW",1994,CCA0780,653,Eucalyptus banksii,D.Nicolle,653,30,24,6,151,42,4,50,33,Alive,None evident,,None evident,Flowered
R050/T35,-28.02,0.8,47.5,Eucalyptus banksii,DN 653,"Armidale, NSW",1994,CCA0781,653,Eucalyptus banksii,D.Nicolle,653,30,24,6,151,42,4,50,35,Alive,Slight,,None evident,Flowered
R050/T36,-27.93,1.1,48.9,Eucalyptus banksii,DN 653,"Armidale, NSW",1994,CCA0782,653,Eucalyptus banksii,D.Nicolle,653,30,24,6,151,42,4,50,36,Alive,Slight,,None evident,Flowered
R051/T01,-29.96,1.2,50.6,Eucalyptus elegans,DN 680,"Kogan, Qld",1994,CCA0783,680,Eucalyptus elegans,D.Nicolle,680,27,7,0,150,41,36,51,1,Alive,None evident,,None evident,Flowered
R051/T03,-29.89,1.5,49.2,Eucalyptus elegans,DN 680,"Kogan, Qld",1994,CCA0784,680,Eucalyptus elegans,D.Nicolle,680,27,7,0,150,41,36,51,3,Alive,None evident,,None evident,
R051/T04,-29.28,1.5,49.3,Eucalyptus elegans,DN 680,"Kogan, Qld",1994,CCA0785,680,Eucalyptus elegans,D.Nicolle,680,27,7,0,150,41,36,51,4,Alive,None evident,,None evident,
R051/T07,-28.33,1,47.9,Eucalyptus argophloia,DN 686,"Burncluith, Qld",1994,CCA0788,686,Eucalyptus argophloia,D.Nicolle,686,26,37,52,150,44,5,51,7,Alive,None evident,,None evident,Flowered
R051/T05,-29.05,1,49,Eucalyptus argophloia,DN 686,"Burncluith, Qld",1994,CCA0786,686,Eucalyptus argophloia,D.Nicolle,686,26,37,52,150,44,5,51,5,Alive,None evident,,None evident,Flowered
R051/T08,-28.52,1,48.4,Eucalyptus argophloia,DN 686,"Burncluith, Qld",1994,CCA0789,686,Eucalyptus argophloia,D.Nicolle,686,26,37,52,150,44,5,51,8,Alive,None evident,,None evident,Flowered
R051/T14,-26.2,1.3,51.8,Eucalyptus smithii,DN 598,"Mother Woila, NSW",1994,CCA0793,598,Eucalyptus smithii,D.Nicolle,598,36,0,15,149,39,28,51,14,Alive,Moderate,,Moderate,
R051/T15,-28.27,1,51.3,Eucalyptus smithii,DN 598,"Mother Woila, NSW",1994,CCA0794,598,Eucalyptus smithii,D.Nicolle,598,36,0,15,149,39,28,51,15,Alive,Slight,,Severe,
R051/T16,-27.24,2,50.1,Eucalyptus smithii,DN 598,"Mother Woila, NSW",1994,CCA0795,598,Eucalyptus smithii,D.Nicolle,598,36,0,15,149,39,28,51,16,Alive,Moderate,,Moderate,
R052/T01,-25.32,1,50.3,Eucalyptus prava,DN 671,"Mt Norman, Qld",1994,CCA0800,671,Eucalyptus prava,D.Nicolle,671,28,52,,151,58,,52,1,Alive,Slight,,Moderate,Flowered
R052/T04,-27.96,1.7,48.8,Eucalyptus prava,DN 671,"Mt Norman, Qld",1994,CCA0802,671,Eucalyptus prava,D.Nicolle,671,28,52,,151,58,,52,4,Alive,None evident,,Moderate,Flowered
R052/T06,-28.09,1.5,49.5,Eucalyptus amplifolia subsp. sessiliflora,DN 668,"Tenterfield, NSW",1994,CCA0804,668,Eucalyptus amplifolia subsp. sessiliflora,D.Nicolle,668,29,4,47,152,0,16,52,6,Alive,Slight,,None evident,Flowered
R052/T07,-28.45,1,49.3,Eucalyptus amplifolia subsp. sessiliflora,DN 668,"Tenterfield, NSW",1994,CCA0805,668,Eucalyptus amplifolia subsp. sessiliflora,D.Nicolle,668,29,4,47,152,0,16,52,7,Alive,None evident,,None evident,Flowered
R052/T08,-29.22,1,50.1,Eucalyptus amplifolia subsp. sessiliflora,DN 668,"Tenterfield, NSW",1994,CCA0806,668,Eucalyptus amplifolia subsp. sessiliflora,D.Nicolle,668,29,4,47,152,0,16,52,8,Alive,Slight,,None evident,Flowered
R052/T09,-29.01,1.4,49.4,Eucalyptus sideroxylon,DN 674,"Wallangarra, Qld",1994,CCA0807,674,Eucalyptus sideroxylon,D.Nicolle,674,28,54,3,151,54,28,52,9,Alive,None evident,,None evident,
R052/T10,-30.57,1,50,Eucalyptus sideroxylon,DN 674,"Wallangarra, Qld",1994,CCA0808,674,Eucalyptus sideroxylon,D.Nicolle,674,28,54,3,151,54,28,52,10,Alive,None evident,,None evident,
R052/T12,-30.01,1.4,51.4,Eucalyptus sideroxylon,DN 674,"Wallangarra, Qld",1994,CCA0810,674,Eucalyptus sideroxylon,D.Nicolle,674,28,54,3,151,54,28,52,12,Alive,None evident,,None evident,Flowered
R053/T05,-28.64,1.2,50.1,Eucalyptus nubilis,DN 685,"Tara, Qld",1994,CCA0823,685,Eucalyptus nubilis (E. fibrosa subsp. nubila),D.Nicolle,685,27,3,22,150,30,34,53,5,Alive,None evident,,None evident,Flowered
R053/T06,-30.2,0.9,50.3,Eucalyptus nubilis,DN 685,"Tara, Qld",1994,CCA0824,685,Eucalyptus nubilis (E. fibrosa subsp. nubila),D.Nicolle,685,27,3,22,150,30,34,53,6,Alive,None evident,,None evident,Flowered
R053/T08,-30.63,0.7,50.5,Eucalyptus nubilis,DN 685,"Tara, Qld",1994,CCA0826,685,Eucalyptus nubilis (E. fibrosa subsp. nubila),D.Nicolle,685,27,3,22,150,30,34,53,8,Alive,None evident,,None evident,Flowered
R053/T09,-28.94,1.2,50.6,Eucalyptus paniculata,DN 639,"Nelson Bay, NSW",1994,CCA0827,639,Eucalyptus paniculata (subsp. matutina),D.Nicolle,639,32,44,0,152,10,45,53,9,Alive,None evident,,None evident,Flowered
R053/T10,-27.84,0.9,49.4,Eucalyptus paniculata,DN 639,"Nelson Bay, NSW",1994,CCA0828,639,Eucalyptus paniculata (subsp. matutina),D.Nicolle,639,32,44,0,152,10,45,53,10,Alive,None evident,,None evident,Flowered
R053/T11,-27.77,1,49.7,Eucalyptus paniculata,DN 639,"Nelson Bay, NSW",1994,CCA0829,639,Eucalyptus paniculata (subsp. matutina),D.Nicolle,639,32,44,0,152,10,45,53,11,Alive,None evident,,None evident,Flowered
R053/T17,-28.02,1.4,50,Eucalyptus amplifolia subsp. amplifolia,DN 604,"Nerriga, NSW",1994,CCA0833,604,Eucalyptus amplifolia subsp. amplifolia,D.Nicolle,604,35,5,41,150,6,56,53,17,Alive,Slight,,Slight,
R053/T18,-27.67,1.5,50.1,Eucalyptus amplifolia subsp. amplifolia,DN 604,"Nerriga, NSW",1994,CCA0834,604,Eucalyptus amplifolia subsp. amplifolia,D.Nicolle,604,35,5,41,150,6,56,53,18,Alive,Slight,,None evident,Flowered
R053/T19,-27.6,1.6,50.1,Eucalyptus amplifolia subsp. amplifolia,DN 604,"Nerriga, NSW",1994,CCA0835,604,Eucalyptus amplifolia subsp. amplifolia,D.Nicolle,604,35,5,41,150,6,56,53,19,Alive,None evident,,None evident,Flowered
R053/T25,-32.04,0.8,51,Eucalyptus dura,DN 689,"Barakula State Forest, Qld",1994,CCA0841,689,Eucalyptus dura,D.Nicolle,689,26,21,9,150,52,5,53,25,Alive,None evident,,None evident,
R053/T26,-29.96,0.9,49.9,Eucalyptus dura,DN 689,"Barakula State Forest, Qld",1994,CCA0842,689,Eucalyptus dura,D.Nicolle,689,26,21,9,150,52,5,53,26,Alive,None evident,,None evident,Flowered
R053/T27,-27.14,1.3,49.9,Eucalyptus dura,DN 689,"Barakula State Forest, Qld",1994,CCA0843,689,Eucalyptus dura,D.Nicolle,689,26,21,9,150,52,5,53,27,Alive,None evident,,None evident,Flowered
R053/T33,-30.06,1.3,48.8,Eucalyptus panda,DN 683,"Tara, Qld",1994,CCA0848,683,Eucalyptus panda,D.Nicolle,683,27,7,57,150,29,0,53,33,Alive,None evident,,None evident,Flowered
R053/T35,-28.01,1.5,49.3,Eucalyptus panda,DN 683,"Tara, Qld",1994,CCA0849,683,Eucalyptus panda,D.Nicolle,683,27,7,57,150,29,0,53,35,Alive,None evident,,None evident,Flowered
R053/T36,-28.25,1.1,48.4,Eucalyptus panda,DN 683,"Tara, Qld",1994,CCA0850,683,Eucalyptus panda,D.Nicolle,683,27,7,57,150,29,0,53,36,Alive,None evident,,None evident,Flowered
R054/T13,-29.03,1.1,49,Eucalyptus siderophloia,DN 717,"Gympie, Qld",1994,CCA0856,717,Eucalyptus siderophloia,D.Nicolle,717,26,8,8,152,34,50,54,13,Alive,Slight,,None evident,Flowered
R054/T14,-29.16,0.9,47.1,Eucalyptus siderophloia,DN 717,"Gympie, Qld",1994,CCA0857,717,Eucalyptus siderophloia,D.Nicolle,717,26,8,8,152,34,50,54,14,Alive,Slight,,None evident,Flowered
R054/T15,-27.48,1.1,49.2,Eucalyptus siderophloia,DN 717,"Gympie, Qld",1994,CCA0858,717,Eucalyptus siderophloia,D.Nicolle,717,26,8,8,152,34,50,54,15,Alive,None evident,,None evident,Flowered
R054/T16,-30.16,1.1,49.5,Eucalyptus cambageana,DN 697,"Moura, Qld",1994,CCA0859,697,Eucalyptus cambageana,D.Nicolle,697,24,42,24,150,0,52,54,16,Alive,None evident,,None evident,Flowered
R054/T18,-28.7,1,49.7,Eucalyptus cambageana,DN 697,"Moura, Qld",1994,CCA0860,697,Eucalyptus cambageana,D.Nicolle,697,24,42,24,150,0,52,54,18,Alive,None evident,,None evident,Flowered
R054/T19,-28.67,1.2,50.5,Eucalyptus cambageana,DN 697,"Moura, Qld",1994,CCA0861,697,Eucalyptus cambageana,D.Nicolle,697,24,42,24,150,0,52,54,19,Alive,None evident,,None evident,Flowered
R054/T21,-25.06,1.3,46.2,Eucalyptus orgadophila,DN 698,"Rolleston, Qld",1994,CCA0863,698,Eucalyptus orgadophila,D.Nicolle,698,24,34,37,148,54,2,54,21,Alive,Slight,,None evident,Flowered
R054/T22,-28.95,1.4,47.8,Eucalyptus orgadophila,DN 698,"Rolleston, Qld",1994,CCA0864,698,Eucalyptus orgadophila,D.Nicolle,698,24,34,37,148,54,2,54,22,Alive,None evident,,None evident,Flowered
R054/T23,-29.54,1,47.5,Eucalyptus orgadophila,DN 698,"Rolleston, Qld",1994,CCA0865,698,Eucalyptus orgadophila,D.Nicolle,698,24,34,37,148,54,2,54,23,Alive,None evident,,None evident,Flowered
R056/T08,-28.54,1.2,49.4,Eucalyptus parramattensis subsp. decadens,DN 641,"Williamstown, NSW",1994,CCA0895,641,Eucalyptus parramattensis subsp. decadens,D.Nicolle,641,32,46,59,151,53,14,56,8,Alive,Slight,,Moderate,Flowered
