RowTree,d13C,totalN,totalC,CurrentName,Voucher,Provenance,YearPlanted,FieldID,DNNumber,Taxon,Collector,Collector.s..,Latitude.degrees..south.,Latitude.minutes..south.,Latitude.seconds..south.,Longitude.degrees..east.,Longitude.minutes..east.,Longitude.seconds..east.,Row,Tree,Status.in.Feb.2016,Drought.stress..June.2019.,Time.since.death..June.2019.,X2006.dieback.death,Maturity.at.June.2019
R089/T20,-27.86,1,49.5,Eucalyptus tholiformis,DN 1279,"Springsure, Qld",1996,CCA1561,1279,Eucalyptus tholiformis,D.Nicolle,1279,24,23,49,147,22,17,89,20,Alive,None evident,,None evident,
R089/T22,-29.9,0.9,51.8,Eucalyptus tholiformis,DN 1279,"Springsure, Qld",1996,CCA1563,1279,Eucalyptus tholiformis,D.Nicolle,1279,24,23,49,147,22,17,89,22,Alive,None evident,,None evident,Flowered
R089/T26,-28.01,1.3,49.4,Eucalyptus suffulgens,DN 1267,"Isla Gorge, Qld",1996,CCA1565,1267,Eucalyptus suffulgens,D.Nicolle,1267,25,11,33,149,58,16,89,26,Alive,None evident,,None evident,Flowered
R089/T27,-28.9,1,50.2,Eucalyptus suffulgens,DN 1267,"Isla Gorge, Qld",1996,CCA1566,1267,Eucalyptus suffulgens,D.Nicolle,1267,25,11,33,149,58,16,89,27,Alive,Moderate,,None evident,Flowered
R089/T29,-29.22,0.9,50,Eucalyptus suffulgens,DN 1267,"Isla Gorge, Qld",1996,CCA1567,1267,Eucalyptus suffulgens,D.Nicolle,1267,25,11,33,149,58,16,89,29,Alive,None evident,,None evident,Flowered
R090/T01,-29.45,1.2,51.1,Eucalyptus thozetiana,DN 1281,"Jericho, Qld",1996,CCA1574,1281,Eucalyptus thozetiana,D.Nicolle,1281,23,37,11,146,15,22,90,1,Alive,None evident,,None evident,Flowered
R090/T09,-26.51,1.4,51.3,Eucalyptus tereticornis subsp. rotunda,DN 1272,"Carnarvon Range, Qld",1996,CCA1581,1272,Eucalyptus tereticornis subsp. rotunda,D.Nicolle,1272,24,54,37,148,2,33,90,9,Alive,Slight,,None evident,
R090/T10,-27.85,1.6,51.5,Eucalyptus tereticornis subsp. rotunda,DN 1272,"Carnarvon Range, Qld",1996,CCA1582,1272,Eucalyptus tereticornis subsp. rotunda,D.Nicolle,1272,24,54,37,148,2,33,90,10,Alive,Slight,,None evident,
R090/T11,-27.9,1.6,50.8,Eucalyptus tereticornis subsp. rotunda,DN 1272,"Carnarvon Range, Qld",1996,CCA1583,1272,Eucalyptus tereticornis subsp. rotunda,D.Nicolle,1272,24,54,37,148,2,33,90,11,Alive,Slight,,None evident,
R090/T17,-29.64,1.2,51.3,Eucalyptus brownii,DN 1293,"Pentland, Qld",1996,CCA1587,1293,Eucalyptus brownii,D.Nicolle,1293,20,33,32,145,21,44,90,17,Alive,Slight,,None evident,Flowered
R090/T19,-29.67,1.1,51.5,Eucalyptus brownii,DN 1293,"Pentland, Qld",1996,CCA1588,1293,Eucalyptus brownii,D.Nicolle,1293,20,33,32,145,21,44,90,19,Alive,None evident,,None evident,Flowered
R090/T21,-29.23,1,52.3,Eucalyptus corynodes,DN 1264,"Cracow, Qld",1996,CCA1590,1264,Eucalyptus corynodes,D.Nicolle,1264,25,27,37,150,18,15,90,21,Alive,None evident,,None evident,Flowered
R090/T22,-28.73,1.2,51.4,Eucalyptus corynodes,DN 1264,"Cracow, Qld",1996,CCA1591,1264,Eucalyptus corynodes,D.Nicolle,1264,25,27,37,150,18,15,90,22,Alive,Slight,,None evident,Flowered
R090/T24,-27.35,1.1,52,Eucalyptus exilipes,DN 1289,"White Mountains, Qld",1996,CCA1592,1289,Eucalyptus exilipes,D.Nicolle,1289,20,42,39,145,13,20,90,24,Alive,None evident,,None evident,Flowered
R090/T26,-27.69,1.2,52.9,Eucalyptus infera,DN 1254,"Durikai State Forest, Qld",1996,CCA1594,1254,Eucalyptus infera,D.Nicolle,1254,28,23,58,151,42,11,90,26,Alive,None evident,,None evident,Flowered
R090/T27,-28.99,1.4,52.4,Eucalyptus infera,DN 1254,"Durikai State Forest, Qld",1996,CCA1595,1254,Eucalyptus infera,D.Nicolle,1254,28,23,58,151,42,11,90,27,Alive,None evident,,None evident,Flowered
R090/T28,-28.38,1.4,52.5,Eucalyptus infera,DN 1254,"Durikai State Forest, Qld",1996,CCA1596,1254,Eucalyptus infera,D.Nicolle,1254,28,23,58,151,42,11,90,28,Alive,None evident,,None evident,Flowered
R090/T30,-31.26,1.2,51,Eucalyptus decorticans,DN 1260,"Eidsvold, Qld",1996,CCA1598,1260,Eucalyptus decorticans,D.Nicolle,1260,25,22,51,151,9,2,90,30,Alive,Slight,,Slight,Flowered
R090/T31,-30.59,1.3,52.2,Eucalyptus decorticans,DN 1260,"Eidsvold, Qld",1996,CCA1599,1260,Eucalyptus decorticans,D.Nicolle,1260,25,22,51,151,9,2,90,31,Alive,Slight,,None evident,Flowered
R090/T33,-29.06,1.5,52.5,Eucalyptus decorticans,DN 1260,"Eidsvold, Qld",1996,CCA1600,1260,Eucalyptus decorticans,D.Nicolle,1260,25,22,51,151,9,2,90,33,Alive,Slight,,Slight,Flowered
R091/T02,-28.27,0.9,50.5,Eucalyptus persistens,DN 1291,"White Mountains, Qld",1996,CCA1605,1291,Eucalyptus persistens,D.Nicolle,1291,20,39,40,145,15,15,91,2,Alive,None evident,,None evident,Flowered
R091/T03,-28.15,1.2,49.7,Eucalyptus persistens,DN 1291,"White Mountains, Qld",1996,CCA1606,1291,Eucalyptus persistens,D.Nicolle,1291,20,39,40,145,15,15,91,3,Alive,None evident,,None evident,Flowered
R091/T04,-29.15,1,48.6,Eucalyptus persistens,DN 1291,"White Mountains, Qld",1996,CCA1607,1291,Eucalyptus persistens,D.Nicolle,1291,20,39,40,145,15,15,91,4,Alive,Slight,,None evident,Flowered
R091/T32,-29.61,0.9,50.5,Eucalyptus atrata,DN 1308,"Herberton, Qld",1996,CCA1620,1308,Eucalyptus atrata,D.Nicolle,1308,17,23,13,145,19,56,91,32,Alive,None evident,,None evident,Flowered
R091/T33,-28.85,1,50.7,Eucalyptus atrata,DN 1308,"Herberton, Qld",1996,CCA1621,1308,Eucalyptus atrata,D.Nicolle,1308,17,23,13,145,19,56,91,33,Alive,None evident,,None evident,Flowered
R091/T34,-29.46,1,51.2,Eucalyptus atrata,DN 1308,"Herberton, Qld",1996,CCA1622,1308,Eucalyptus atrata,D.Nicolle,1308,17,23,13,145,19,56,91,34,Alive,None evident,,None evident,Flowered
R092/T19,-29,1.6,51.8,Eucalyptus chloroclada,DN 1255,"Warwick, Qld",1996,CCA1633,1255,Eucalyptus chloroclada,D.Nicolle,1255,28,18,1,151,55,30,92,19,Alive,None evident,,None evident,
R092/T20,-29.24,1.2,51.7,Eucalyptus chloroclada,DN 1255,"Warwick, Qld",1996,CCA1634,1255,Eucalyptus chloroclada,D.Nicolle,1255,28,18,1,151,55,30,92,20,Alive,None evident,,None evident,
R092/T21,-30.26,1.5,56.5,Eucalyptus chloroclada,DN 1255,"Warwick, Qld",1996,CCA1635,1255,Eucalyptus chloroclada,D.Nicolle,1255,28,18,1,151,55,30,92,21,Alive,None evident,,None evident,
R093/T03,-30.07,1.5,49.3,Eucalyptus lockyeri,DN 1323,"Ravenshoe, Qld",1996,CCA1642,1323,Eucalyptus lockyeri,D.Nicolle,1323,17,35,19,145,27,53,93,3,Alive,Moderate,,None evident,Flowered
R093/T04,-27.61,2.1,50.8,Eucalyptus lockyeri,DN 1323,"Ravenshoe, Qld",1996,CCA1643,1323,Eucalyptus lockyeri,D.Nicolle,1323,17,35,19,145,27,53,93,4,Alive,Slight,,None evident,Flowered
R093/T08,-27.53,2,50.1,Eucalyptus camaldulensis subsp. simulata,DN 1314,"Laura, Qld",1996,CCA1644,1314,Eucalyptus camaldulensis subsp. simulata,D.Nicolle,1314,15,33,19,144,26,21,93,8,Alive,Moderate,,Severe,
R093/T09,-27.93,1.6,49.8,Eucalyptus camaldulensis subsp. simulata,DN 1314,"Laura, Qld",1996,CCA1645,1314,Eucalyptus camaldulensis subsp. simulata,D.Nicolle,1314,15,33,19,144,26,21,93,9,Alive,Moderate,,None evident,
R093/T12,-29.09,1.6,49.7,Eucalyptus camaldulensis subsp. simulata,DN 1314,"Laura, Qld",1996,CCA1647,1314,Eucalyptus camaldulensis subsp. simulata,D.Nicolle,1314,15,33,19,144,26,21,93,12,Alive,Slight,,Moderate,Budded
R094/T01,-28.3,1.1,51.8,Eucalyptus granitica,DN 1305,"Herberton, Qld",1996,CCA1657,1305,Eucalyptus granitica,D.Nicolle,1305,17,23,14,145,20,46,94,1,Alive,Slight,,None evident,Flowered
R094/T02,-28.91,1,52.3,Eucalyptus granitica,DN 1305,"Herberton, Qld",1996,CCA1658,1305,Eucalyptus granitica,D.Nicolle,1305,17,23,14,145,20,46,94,2,Alive,None evident,,None evident,Flowered
R094/T03,-29.71,0.8,51.1,Eucalyptus granitica,DN 1305,"Herberton, Qld",1996,CCA1659,1305,Eucalyptus granitica,D.Nicolle,1305,17,23,14,145,20,46,94,3,Alive,None evident,,None evident,Flowered
R094/T10,-28.82,1,52.2,Eucalyptus pulverulenta,DN 1226,"Lithgow, NSW",1996,CCA1662,1226,Eucalyptus pulverulenta,D.Nicolle,1226,33,32,51,150,6,36,94,10,Alive,Moderate,,Moderate,Flowered
R094/T11,-28.72,1,50.6,Eucalyptus pulverulenta,DN 1226,"Lithgow, NSW",1996,CCA1663,1226,Eucalyptus pulverulenta,D.Nicolle,1226,33,32,51,150,6,36,94,11,Alive,Moderate,,Severe,Flowered
R094/T12,-28.59,1.4,50,Eucalyptus pulverulenta,DN 1226,"Lithgow, NSW",1996,CCA1664,1226,Eucalyptus pulverulenta,D.Nicolle,1226,33,32,51,150,6,36,94,12,Alive,Moderate,,Moderate,Flowered
R094/T18,-29.22,1,50.9,Eucalyptus insulana,DN 1309,"Walkamin, Qld",1996,CCA1670,1309,Eucalyptus insulana,D.Nicolle,1309,17,5,46,145,31,46,94,18,Alive,None evident,,None evident,Flowered
R094/T20,-29.13,0.9,53.7,Eucalyptus insulana,DN 1309,"Walkamin, Qld",1996,CCA1671,1309,Eucalyptus insulana,D.Nicolle,1309,17,5,46,145,31,46,94,20,Alive,Slight,,Slight,Flowered
R094/T21,-29.49,1.3,52.4,Eucalyptus insulana,DN 1309,"Walkamin, Qld",1996,CCA1672,1309,Eucalyptus insulana,D.Nicolle,1309,17,5,46,145,31,46,94,21,Alive,Slight,,None evident,Flowered
R094/T26,-29.15,1,51.5,Eucalyptus cullenii,DN 1322,"Lakeland, Qld",1996,CCA1676,1322,Eucalyptus cullenii,D.Nicolle,1322,15,57,42,144,49,55,94,26,Alive,None evident,,None evident,Flowered
R094/T27,-29.73,1,52.4,Eucalyptus cullenii,DN 1322,"Lakeland, Qld",1996,CCA1677,1322,Eucalyptus cullenii,D.Nicolle,1322,15,57,42,144,49,55,94,27,Alive,None evident,,None evident,Flowered
R095/T02,-27.23,1.3,51.5,Eucalyptus bancroftii,DN 1241,"Wells Crossing, NSW",1996,CCA1683,1241,Eucalyptus bancroftii,D.Nicolle,1241,29,54,6,153,3,53,95,2,Alive,Moderate,,Moderate,Flowered
R095/T03,-26.94,1.2,50.2,Eucalyptus bancroftii,DN 1241,"Wells Crossing, NSW",1996,CCA1684,1241,Eucalyptus bancroftii,D.Nicolle,1241,29,54,6,153,3,53,95,3,Alive,Slight,,Moderate,Flowered
R095/T21,-29.54,1.3,50.7,Eucalyptus propinqua,DN 1239,"Telegraph Point, NSW",1996,CCA1692,1239,Eucalyptus propinqua,D.Nicolle,1239,31,16,59,152,48,49,95,21,Alive,Moderate,,Severe,Flowered
R095/T22,-28.87,1.3,50.8,Eucalyptus propinqua,DN 1239,"Telegraph Point, NSW",1996,CCA1693,1239,Eucalyptus propinqua,D.Nicolle,1239,31,16,59,152,48,49,95,22,Alive,Severe,,Moderate,Flowered
R095/T24,-26.77,1.4,49.4,Eucalyptus propinqua,DN 1239,"Telegraph Point, NSW",1996,CCA1694,1239,Eucalyptus propinqua,D.Nicolle,1239,31,16,59,152,48,49,95,24,Alive,Slight,,Severe,Flowered
R133/T05,-28.65,1.1,50.1,Eucalyptus albens,DN 1676,"Melrose, SA",1997,CCA2856,1676,Eucalyptus albens,D.Nicolle,1676,32,55,3,138,9,32,133,5,Alive,None evident,,None evident,Flowered
R133/T06,-28.02,1.1,49,Eucalyptus albens,DN 1676,"Melrose, SA",1997,CCA2857,1676,Eucalyptus albens,D.Nicolle,1676,32,55,3,138,9,32,133,6,Alive,None evident,,None evident,Flowered
R133/T07,-28.76,0.9,49.4,Eucalyptus albens,DN 1676,"Melrose, SA",1997,CCA2858,1676,Eucalyptus albens,D.Nicolle,1676,32,55,3,138,9,32,133,7,Alive,None evident,,None evident,Flowered
R137/T19,-27.63,1.3,51.8,Eucalyptus fasciculosa,DN 1716,"Salt Creek, SA",1997,CCA2961,1716,Eucalyptus fasciculosa,D.Nicolle,1716,36,16,54,139,43,55,137,19,Alive,None evident,,Severe,
R137/T20,-27.21,1.3,49.4,Eucalyptus fasciculosa,DN 1716,"Salt Creek, SA",1997,CCA2962,1716,Eucalyptus fasciculosa,D.Nicolle,1716,36,16,54,139,43,55,137,20,Alive,Slight,,Moderate,
R137/T21,-27.96,1.1,50.9,Eucalyptus fasciculosa,DN 1716,"Salt Creek, SA",1997,CCA2963,1716,Eucalyptus fasciculosa,D.Nicolle,1716,36,16,54,139,43,55,137,21,Alive,None evident,,Slight,
R138/T16,-28.15,1.2,50.7,Eucalyptus tricarpa,DN 1727,"Aireys Inlet, Vic",1997,CCA2977,1727,Eucalyptus tricarpa,D.Nicolle,1727,38,27,13,144,6,36,138,16,Alive,Slight,,Moderate,Flowered
R138/T17,-28.8,1.2,50.8,Eucalyptus tricarpa,DN 1727,"Aireys Inlet, Vic",1997,CCA2978,1727,Eucalyptus tricarpa,D.Nicolle,1727,38,27,13,144,6,36,138,17,Alive,Slight,,Moderate,Flowered
R138/T18,-29.95,1,51,Eucalyptus tricarpa,DN 1727,"Aireys Inlet, Vic",1997,CCA2979,1727,Eucalyptus tricarpa,D.Nicolle,1727,38,27,13,144,6,36,138,18,Alive,None evident,,Moderate,Flowered
R141/T17,-27.32,0.7,53.7,Eucalyptus spectatrix,DN 1751,"Bega, NSW",1997,CCA3031,1751,Eucalyptus spectatrix,D.Nicolle,1751,36,39,32,149,54,19,141,17,Alive,None evident,,None evident,Flowered
R141/T18,-27.12,0.8,51.2,Eucalyptus spectatrix,DN 1751,"Bega, NSW",1997,CCA3032,1751,Eucalyptus spectatrix,D.Nicolle,1751,36,39,32,149,54,19,141,18,Alive,Slight,,None evident,Flowered
R141/T20,-26.85,0.7,53,Eucalyptus spectatrix,DN 1751,"Bega, NSW",1997,CCA3034,1751,Eucalyptus spectatrix,D.Nicolle,1751,36,39,32,149,54,19,141,20,Alive,Slight,,None evident,
R141/T29,-28.98,1,50.9,Eucalyptus bosistoana,DN 1733,"Metung, Vic",1997,CCA3041,1733,Eucalyptus bosistoana,D.Nicolle,1733,37,52,40,147,51,15,141,29,Alive,None evident,,None evident,Flowered
R141/T30,-28.05,1.1,52.9,Eucalyptus bosistoana,DN 1733,"Metung, Vic",1997,CCA3042,1733,Eucalyptus bosistoana,D.Nicolle,1733,37,52,40,147,51,15,141,30,Alive,None evident,,None evident,Flowered
R141/T33,-28.96,0.9,51.3,Eucalyptus kartzoffiana,DN 1765,"Araluen, NSW",1997,CCA3045,1765,Eucalyptus kartzoffiana,D.Nicolle,1765,35,36,14,149,45,56,141,33,Alive,Severe,,None evident,Flowered
R141/T34,-30.2,1.2,51.4,Eucalyptus kartzoffiana,DN 1765,"Araluen, NSW",1997,CCA3046,1765,Eucalyptus kartzoffiana,D.Nicolle,1765,35,36,14,149,45,56,141,34,Alive,Slight,,None evident,Flowered
R141/T35,-28.13,1.1,52.9,Eucalyptus kartzoffiana,DN 1765,"Araluen, NSW",1997,CCA3047,1765,Eucalyptus kartzoffiana,D.Nicolle,1765,35,36,14,149,45,56,141,35,Alive,Slight,,None evident,Flowered
R142/T10,-28.4,1.3,49.6,Eucalyptus polyanthemos subsp. vestita,DN 1738,"Orbost, Vic",1997,CCA3053,1738,Eucalyptus polyanthemos subsp. vestita (subsp. longior),D.Nicolle,1738,37,42,5,148,19,42,142,10,Alive,Slight,,None evident,Flowered
R142/T11,-29.04,1.2,49.7,Eucalyptus polyanthemos subsp. vestita,DN 1738,"Orbost, Vic",1997,CCA3054,1738,Eucalyptus polyanthemos subsp. vestita (subsp. longior),D.Nicolle,1738,37,42,5,148,19,42,142,11,Alive,None evident,,None evident,Flowered
R142/T12,-28.48,0.9,49.3,Eucalyptus polyanthemos subsp. vestita,DN 1738,"Orbost, Vic",1997,CCA3055,1738,Eucalyptus polyanthemos subsp. vestita (subsp. longior),D.Nicolle,1738,37,42,5,148,19,42,142,12,Alive,None evident,,Moderate,Flowered
R142/T31,-28.38,1.2,49.6,Eucalyptus baueriana,DN 1734,"Metung, Vic",1997,CCA3064,1734,Eucalyptus baueriana,D.Nicolle,1734,37,52,40,147,51,15,142,31,Alive,Slight,,Slight,Flowered
R142/T32,-27.64,1.4,48.9,Eucalyptus baueriana,DN 1734,"Metung, Vic",1997,CCA3065,1734,Eucalyptus baueriana,D.Nicolle,1734,37,52,40,147,51,15,142,32,Alive,Moderate,,None evident,Flowered
R142/T33,-25.76,1.3,48.8,Eucalyptus baueriana,DN 1734,"Metung, Vic",1997,CCA3066,1734,Eucalyptus baueriana,D.Nicolle,1734,37,52,40,147,51,15,142,33,Alive,Severe,,Moderate,Flowered
R143/T33,-29.43,0.9,50.4,Eucalyptus parvula x E. ?viminalis,DN 591,"Numeralla, NSW",1997,CCA3088,591,Eucalyptus parvula x E. viminalis subsp. viminalis,D.Nicolle,591,36,18,28,149,30,41,143,33,Alive,Dead,3 - 6 months,None evident,
R143/T15,-29.58,1.5,50.4,Eucalyptus parramattensis subsp. parramattensis,DN 1763,"Thirlmere, NSW",1997,CCA3076,1763,Eucalyptus parramattensis subsp. parramattensis,D.Nicolle,1763,34,13,2,150,33,1,143,15,Alive,None evident,,None evident,Flowered
R143/T16,-28.92,1.5,50.5,Eucalyptus parramattensis subsp. parramattensis,DN 1763,"Thirlmere, NSW",1997,CCA3077,1763,Eucalyptus parramattensis subsp. parramattensis,D.Nicolle,1763,34,13,2,150,33,1,143,16,Alive,None evident,,None evident,Flowered
R143/T26,-27.44,1.1,51.6,Eucalyptus beyeriana,DN 1761,"Bargo, NSW",1997,CCA3085,1761,Eucalyptus beyeriana,D.Nicolle,1761,34,18,45,150,35,15,143,26,Alive,Slight,,None evident,Flowered
R143/T27,-28.57,1.3,49.6,Eucalyptus beyeriana,DN 1761,"Bargo, NSW",1997,CCA3086,1761,Eucalyptus beyeriana,D.Nicolle,1761,34,18,45,150,35,15,143,27,Alive,Slight,,None evident,Flowered
R143/T28,-29.63,0.8,47.2,Eucalyptus beyeriana,DN 1761,"Bargo, NSW",1997,CCA3087,1761,Eucalyptus beyeriana,D.Nicolle,1761,34,18,45,150,35,15,143,28,Alive,Slight,,None evident,Flowered
R144/T01,-27.89,1.2,51.8,Eucalyptus maidenii,DN 1764,"Araluen, NSW",1997,CCA3092,1764,Eucalyptus maidenii,D.Nicolle,1764,35,34,21,149,48,35,144,1,Alive,Slight,,Slight,Flowered
R144/T04,-29.02,0.9,52.8,Eucalyptus maidenii,DN 1764,"Araluen, NSW",1997,CCA3094,1764,Eucalyptus maidenii,D.Nicolle,1764,35,34,21,149,48,35,144,4,Alive,Slight,,Slight,
R144/T28,-27.57,1.2,49.9,Eucalyptus tereticornis subsp. mediana,DN 1736,"Metung, Vic",1997,CCA3108,1736,Eucalyptus tereticornis subsp. mediana,D.Nicolle,1736,37,50,40,147,51,8,144,28,Alive,None evident,,None evident,Flowered
R144/T29,-27.86,1,48.3,Eucalyptus tereticornis subsp. mediana,DN 1736,"Metung, Vic",1997,CCA3109,1736,Eucalyptus tereticornis subsp. mediana,D.Nicolle,1736,37,50,40,147,51,8,144,29,Alive,None evident,,None evident,Flowered
R144/T30,-28.32,1.3,49.9,Eucalyptus tereticornis subsp. mediana,DN 1736,"Metung, Vic",1997,CCA3110,1736,Eucalyptus tereticornis subsp. mediana,D.Nicolle,1736,37,50,40,147,51,8,144,30,Alive,None evident,,None evident,Flowered
R145/T01,-28.08,1.4,49.7,Eucalyptus leucoxylon subsp. pruinosa,DN 1798,"Kingston SE, SA",1997,CCA3116,1798,Eucalyptus leucoxylon subsp. pruinosa,D.Nicolle,1798,36,49,35,139,55,13,145,1,Alive,None evident,,None evident,Flowered
R145/T03,-28.36,1.3,49.3,Eucalyptus leucoxylon subsp. pruinosa,DN 1798,"Kingston SE, SA",1997,CCA3118,1798,Eucalyptus leucoxylon subsp. pruinosa,D.Nicolle,1798,36,49,35,139,55,13,145,3,Alive,None evident,,None evident,Flowered
R145/T04,-27.53,1.3,49.9,Eucalyptus leucoxylon subsp. pruinosa,DN 1798,"Kingston SE, SA",1997,CCA3119,1798,Eucalyptus leucoxylon subsp. pruinosa,D.Nicolle,1798,36,49,35,139,55,13,145,4,Alive,None evident,,None evident,Flowered
R083/T20,-29.57,0.9,51.9,Eucalyptus ochrophloia,DN 2119,"Charleville, Qld",1998,CCA1418,2119,Eucalyptus ochrophloia,D.Nicolle,2119,26,30,15,146,4,55,83,20,Alive,None evident,,None evident,
R083/T21,-29.92,0.8,49,Eucalyptus ochrophloia,DN 2119,"Charleville, Qld",1998,CCA1419,2119,Eucalyptus ochrophloia,D.Nicolle,2119,26,30,15,146,4,55,83,21,Alive,None evident,,None evident,
R083/T22,-28.93,1.2,52.7,Eucalyptus ochrophloia,DN 2119,"Charleville, Qld",1998,CCA1420,2119,Eucalyptus ochrophloia,D.Nicolle,2119,26,30,15,146,4,55,83,22,Alive,None evident,,None evident,
R084/T17,-28.69,1,48.6,Eucalyptus aenea,DN 2083,"Gungal, NSW",1998,CCA1436,2083,Eucalyptus aenea,D.Nicolle,2083,32,17,34,150,24,40,84,17,Alive,None evident,,None evident,Flowered
R084/T18,-27.32,1.1,50.7,Eucalyptus aenea,DN 2083,"Gungal, NSW",1998,CCA1437,2083,Eucalyptus aenea,D.Nicolle,2083,32,17,34,150,24,40,84,18,Alive,None evident,,None evident,Flowered
R084/T19,-27.89,1,48.9,Eucalyptus aenea,DN 2083,"Gungal, NSW",1998,CCA1438,2083,Eucalyptus aenea,D.Nicolle,2083,32,17,34,150,24,40,84,19,Alive,None evident,,None evident,Flowered
R150/T01,-29.2,0.9,52,Eucalyptus rhombica,DN 2104,"Karara, Qld",1998,CCA3154,2104,Eucalyptus rhombica,D.Nicolle,2104,28,7,43,151,30,56,150,1,Alive,None evident,,None evident,Flowered
R150/T03,-28.24,1,52,Eucalyptus rhombica,DN 2104,"Karara, Qld",1998,CCA3156,2104,Eucalyptus rhombica,D.Nicolle,2104,28,7,43,151,30,56,150,3,Alive,None evident,,None evident,Flowered
R150/T04,-28.75,1,51.8,Eucalyptus rhombica,DN 2104,"Karara, Qld",1998,CCA3157,2104,Eucalyptus rhombica,D.Nicolle,2104,28,7,43,151,30,56,150,4,Alive,None evident,,None evident,Flowered
R150/T09,-27.78,1,50.8,Eucalyptus virens,DN 2116,"Carnarvon Range, Qld",1998,CCA3160,2116,Eucalyptus virens,D.Nicolle,2116,25,11,59,147,56,10,150,9,Alive,None evident,,None evident,Flowered
R150/T11,-25.79,1.2,50.2,Eucalyptus virens,DN 2116,"Carnarvon Range, Qld",1998,CCA3162,2116,Eucalyptus virens,D.Nicolle,2116,25,11,59,147,56,10,150,11,Alive,None evident,,None evident,
R150/T12,-25.81,1,51.2,Eucalyptus virens,DN 2116,"Carnarvon Range, Qld",1998,CCA3163,2116,Eucalyptus virens,D.Nicolle,2116,25,11,59,147,56,10,150,12,Alive,None evident,,None evident,Flowered
R151/T09,-27.3,1.8,50.9,Eucalyptus major,DN 2107,"Helidon Hills, Qld",1998,CCA3176,2107,Eucalyptus major,D.Nicolle,2107,27,31,7,152,9,39,151,9,Alive,Slight,,None evident,
R151/T10,-27.66,1.7,51.4,Eucalyptus major,DN 2107,"Helidon Hills, Qld",1998,CCA3177,2107,Eucalyptus major,D.Nicolle,2107,27,31,7,152,9,39,151,10,Alive,Slight,,None evident,Flowered
R151/T18,-28.8,0.9,51.2,Eucalyptus taurina,DN 2106,"Helidon Hills, Qld",1998,CCA3180,2106,Eucalyptus taurina,D.Nicolle,2106,27,31,36,152,9,22,151,18,Alive,Moderate,,Slight,Flowered
R151/T19,-29.98,1,50.4,Eucalyptus taurina,DN 2106,"Helidon Hills, Qld",1998,CCA3181,2106,Eucalyptus taurina,D.Nicolle,2106,27,31,36,152,9,22,151,19,Alive,Slight,,None evident,Flowered
R151/T20,-28.76,1,50.3,Eucalyptus taurina,DN 2106,"Helidon Hills, Qld",1998,CCA3182,2106,Eucalyptus taurina,D.Nicolle,2106,27,31,36,152,9,22,151,20,Alive,Slight,,None evident,Flowered
R151/T22,-27.75,1.2,48.4,Eucalyptus melanoleuca,DN 2111,"Yarraman, Qld",1998,CCA3184,2111,Eucalyptus melanoleuca,D.Nicolle,2111,26,47,12,151,57,27,151,22,Alive,None evident,,None evident,Flowered
R151/T23,-28.75,1.2,49.2,Eucalyptus melanoleuca,DN 2111,"Yarraman, Qld",1998,CCA3185,2111,Eucalyptus melanoleuca,D.Nicolle,2111,26,47,12,151,57,27,151,23,Alive,None evident,,None evident,Flowered
R151/T24,-30.84,0.9,49.2,Eucalyptus melanoleuca,DN 2111,"Yarraman, Qld",1998,CCA3186,2111,Eucalyptus melanoleuca,D.Nicolle,2111,26,47,12,151,57,27,151,24,Alive,Slight,,None evident,Flowered
R151/T29,-29.71,0.7,47.9,Eucalyptus ophitica,DN 2099,"Baryulgil, NSW",1998,CCA3190,2099,Eucalyptus ophitica,D.Nicolle,2099,29,17,38,152,38,11,151,29,Alive,Slight,,None evident,Flowered
R151/T30,-30.04,0.8,49.8,Eucalyptus ophitica,DN 2099,"Baryulgil, NSW",1998,CCA3191,2099,Eucalyptus ophitica,D.Nicolle,2099,29,17,38,152,38,11,151,30,Alive,Slight,,None evident,Flowered
R151/T32,-29.47,0.8,50.4,Eucalyptus ophitica,DN 2099,"Baryulgil, NSW",1998,CCA3193,2099,Eucalyptus ophitica,D.Nicolle,2099,29,17,38,152,38,11,151,32,Alive,Slight,,None evident,Flowered
R152/T09,-28.6,1.1,50.3,Eucalyptus fracta,DN 2081,"Broken Back Range, NSW",1998,CCA3198,2081,Eucalyptus fracta,D.Nicolle,2081,32,46,2,151,12,26,152,9,Alive,None evident,,None evident,Flowered
R152/T10,-26.91,0.9,49.6,Eucalyptus fracta,DN 2081,"Broken Back Range, NSW",1998,CCA3199,2081,Eucalyptus fracta,D.Nicolle,2081,32,46,2,151,12,26,152,10,Alive,None evident,,None evident,Flowered
R152/T11,-28.72,0.9,51.2,Eucalyptus fracta,DN 2081,"Broken Back Range, NSW",1998,CCA3200,2081,Eucalyptus fracta,D.Nicolle,2081,32,46,2,151,12,26,152,11,Alive,Slight,,None evident,Flowered
R152/T17,-27.56,0.8,55.1,Eucalyptus diversifolia subsp. diversifolia,DN 1991,"Cape Nelson, Vic",1998,CCA3202,1991,Eucalyptus diversifolia subsp. diversifolia (subsp. megacarpa),D.Nicolle,1991,38,24,31,141,32,39,152,17,Alive,None evident,,None evident,Flowered
R152/T19,-29.13,0.8,54.3,Eucalyptus diversifolia subsp. diversifolia,DN 1991,"Cape Nelson, Vic",1998,CCA3203,1991,Eucalyptus diversifolia subsp. diversifolia (subsp. megacarpa),D.Nicolle,1991,38,24,31,141,32,39,152,19,Alive,None evident,,None evident,Flowered
